text_clean,campaign
[URL] একটা refer করলে 200 টাকা 25টা refer করলেই money তুলতে পারবেন তো আর delay না করে এখনি Telegram-এ গিয়ে start করা দেন সবাই😊🫶,5
"50,000 টাকা investment-এ 1,50,000 টাকা earn করুন! Call করুন: [PHONE]",3
Bank ATM card cloned. Block immediately or lose money: [URL] Amount at risk: 125000 TK,1
Shakib er soi kora ball jitte cricket e baji din! Click korun: xini.eu/00Qe,6
Bangladesh Bank account e shomoshya hoyeche. Call korun: [PHONE],8
"PLC,LIMITED. প্রিয় applicant, congratulations! আপনার CV select হয়েছে। Position এর name - Customer Service/Unit Manager (Dev..) (Part Time / Full Time)। যদি আপনি job এ interested হন তবে অবশ্যই CV এবং passport size এর ৪ copy picture নিয়ে আসতে হবে। Job location - আপনি Dhaka city এর any branch office select করতে পারবেন। Interview date - ১৪ November ২০২৩ (১০.০০am - ০৪.০০pm) Contact address - ১৬৬, Dilkhusha, Motijheel, Dhaka ১০০০। Details জানার জন্য call করুন: [PHONE]",5
Apni ekta global lottery te 1 crore TK win korechen. Collect korte processing fee joma korun 4500TK e-wallet number [PHONE] e. Delay hole prize expire hobe.,8
Your number has won a prize. Call for details [PHONE],1
Janata Bank account update করতে এখানে click করুন: [ [URL],2
"দুঃখিত, আমি ভুল করে আপনাকে একটি 6 digit-এর OTP পাঠিয়ে দিয়েছি। আপনি আমাকে OTP-টা forward করতে পারবেন? এখনই দরকার",5
ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি আইফোন জিতুন! শুরু করুন: [URL],0
"[URL] Home-based income, if you want to earn 300 to 400 taka daily Click this link and start, thank you ☺️☺️",1
Apnar shonchoy digun korun! Ekhoni call korun: [PHONE],8
বাংলাদেশ bank থেকে আপনার জন্য urgent message। call করুন: [PHONE],3
You have won a free 3-day stay at Royal Tulip Sea Pearl Resort. Call 017XX to confirm.,1
Ekti click-e bistarito janun kibhabe income korte hoy! Ghore boshe mobile theke taka income korun: [URL],6
Shakib Al Hasan এর সাথে exclusive interview এর সুযোগ পেতে betting করুন। এখনই click করুন: [URL],5
Apnar kache Amazon theke $200 nagod mulyo royechhe 2 diner modhhe mayad shesh hobe. Amra apnake $500 porjonto paona dite pari. Ekta samprekkho shiddhant er karone gat borsho amra apnake onek beshi charge korte perechhi. Apnar swayongkriyo sonchoy prostut.,8
"To reactivate your bKash account, click here: [URL]",7
আপনি lottery জিতেছেন! Claim করতে code 78291 ব্যবহার করুন এখনই: [URL],5
Win signed gloves by Mashrafe by betting at the casino. Start now: xini.eu/00Qe,4
Bet at casino and win a free trip for 7 days! Join today: [URL],4
"sonali bank accounte 10,000 Taka joma hoyeche. bistrito jante ekhane click korun: [URL]",6
"প্রিয় প্রার্থী, আপনি বাছাই করা হয়েছে ব্র্যাক ব্যাংক পিএলসি-এর জন্য রিলেশনশিপ এক্সিকিউটিভ"" পদের জন্য প্রাথমিক সাক্ষাৎকার। Mhadi সাপোর্ট সার্ভিসেস লিমিটেডের চাকরির অধীনে। তারিখ-২৯ এপ্রিল (সোমবার), 2024। সময়-2.00 PM। বেতন-24000/- আপনাকে অবশ্যই একটি আপডেট করা CV এবং SSC সার্টিফিকেটের ফটোকপি আনতে হবে। ঠিকানা: গুলশান গ্রেস, 8 সাউথ গুলশান এভিনিউ, লেভেল-5, ২য় বিল্ডিং। গুলশান-১, ঢাকা। (প্রকার: অবস্থান পেতে গুগল ম্যাপে ""মাহাদি কর্পোরেট অফিস"") শুভেচ্ছা, মাহাদি সাপোর্ট সার্ভিসেস লিমিটেড।",5
We need your information to process your payment. Click here: [URL],7
Your email account needs to be updated. Log in here: [URL],1
Ghore bose mobile theke TK income korun! Ekta click-e bistarioto janun: [URL],6
"Dear countrymen! (COVID-19) TK2,500 government assistance will be given for coronavirus. Contact the number below to receive money:- [PHONE]",1
Update your Facebook profile. Click here: [URL],7
URGENT: আপনার Nagad account temporary block হয়েছে। Reactivate করতে এখনই click করুন [URL] before ২৪ hours expire,3
আপনার পাসওয়ার্ডটি অবিলম্বে রিসেট করুন। এখানে ক্লিক করুন: [URL],2
ইংলিশ প্রিমিয়ার লিগে বাজি ধরুন এবং ১ কোটি টাকা জিতুন। শুরু করুন: [URL],0
সোনালী ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: [PHONE],9
Apnar shonchoy diguon korar sujog! Call korun: [PHONE],8
"বিলম্বে আপনার টাকা পাবেন না, দ্রুত call করুন: [PHONE]",3
Unknown transaction occurred from your bank account. Call for details [PHONE],1
Traffic violation camera captured your car. Pay fine 6800 TK online: [URL] Violation: CAM7429,1
Bangladesh Bank account blocked. Click here to reactivate: [URL],7
Apni amader bhagyoban grahok! Apnar binamulyer 1 bochorer internet subscription dabi korun. Call korun 019XX.,8
[URL] যারা ফ্রি ইনকাম করতে চান তাড়া এই রেফার এর মাধ্যমে করতে পারেন✅,5
আপনার payment টি process করতে আমাদের আপনার information প্রয়োজন। এখানে click করুন: [URL],2
"Hot wallet token has given 1 token $5.00. Those who want to earn more in less time, join now Link: [URL]",1
"English Premier League e baji dhorun ebong 50,000 taka jitun. Shuru korun: [URL]",6
Apnar gari r insurance nobayon korte kol korun [PHONE],8
Apnar credit card-er niraptota nishchito korte ekhane click korun: [URL],8
"Court summons issued for unpaid loan. Avoid arrest, settle 85000 TK: [URL]",1
[URL] একটা রেফার করলে 200 টাকা 25 টা রেফার করলেই টাকা তুলতে পারবেন তো আর দেরি না করে এখনি টেলিগ্রাম এ গিয়ে start কইরা দেন সবাই😊🫶,5
লটারি বিজয়ী! আপনি ১৫ লক্ষ টাকা জিতেছেন। কালেক্ট: collect-prize.ga,5
আপনার সোনালী ব্যাংক কার্ডের তথ্য যাচাই না করলে ব্লক হবে। যাচাই করতে [URL] ভিজিট করুন।,5
আপনার BKash account এ unusual transaction detect হয়েছে। Immediate verify করুন [URL],3
[URL] Free abaro ashlo apnader majhe notun ekta income bot jeta proti refer e dichhe 75 taka kore tai ar deri na kore kaje lege porun ☺️🫰,6
আপনার ক্রেডিট কার্ড সাময়িকভাবে লক করা হয়েছে। কার্ড সার্ভিস লাইন কল করুন. (786) 319- 4482,9
